PERIODO;FACULTAD;CARRERA;ESTUDIANTE;COD_MATERIA;MATERIA;COD_GRUPO;GRUPO/PARALELO;ESTADO;PROMEDIO;ASISTENCIA;NO. VEZ;NIVEL
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 202;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;9,08;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 452;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;REPROBADA;2,13;0;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 274;318199;HERRAMIENTAS DIGITALES I;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;8,41;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 192;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;9,45;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 200;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;8,28;90;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 201;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;9,37;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 264;318199;HERRAMIENTAS DIGITALES I;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;7,97;96;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 186;318199;HERRAMIENTAS DIGITALES I;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;8,86;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 450;318199;HERRAMIENTAS DIGITALES I;3180001;CDDEIA-ELMA-1-1   VAN20;REPROBADA;0,00;0;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 195;318199;HERRAMIENTAS DIGITALES I;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;9,27;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 158;318199;HERRAMIENTAS DIGITALES I;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;9,00;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 120;318199;HERRAMIENTAS DIGITALES I;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;8,52;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 83;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;8,44;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 199;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;8,67;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 451;318199;HERRAMIENTAS DIGITALES I;3180001;CDDEIA-ELMA-1-1   VAN20;REPROBADA;3,46;72;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 449;318199;HERRAMIENTAS DIGITALES I;3180001;CDDEIA-ELMA-1-1   VAN20;REPROBADA;0,00;0;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 116;318199;HERRAMIENTAS DIGITALES I;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;8,93;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 262;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;REPROBADA;2,60;80;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 261;318199;HERRAMIENTAS DIGITALES I;3180001;CDDEIA-ELMA-1-1   VAN20;REPROBADA;5,21;96;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 382;318199;HERRAMIENTAS DIGITALES I;3180001;CDDEIA-ELMA-1-1   VAN20;REPROBADA;0,00;0;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 198;318199;HERRAMIENTAS DIGITALES I;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;8,84;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 187;318199;HERRAMIENTAS DIGITALES I;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;7,90;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 197;318199;HERRAMIENTAS DIGITALES I;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;9,04;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 463;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;8,50;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 296;318199;HERRAMIENTAS DIGITALES I;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;8,30;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 464;318199;HERRAMIENTAS DIGITALES I;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;7,61;93;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 194;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;9,22;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 465;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;REPROBADA;2,74;0;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 288;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;REPROBADA;5,37;86;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 447;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;REPROBADA;2,23;0;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 257;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;REPROBADA;6,56;96;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 444;318199;HERRAMIENTAS DIGITALES I;3180001;CDDEIA-ELMA-1-1   VAN20;REPROBADA;0,00;0;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 196;318199;HERRAMIENTAS DIGITALES I;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;9,36;96;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 466;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;8,87;96;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 448;318199;HERRAMIENTAS DIGITALES I;3180001;CDDEIA-ELMA-1-1   VAN20;REPROBADA;4,65;72;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 193;318199;HERRAMIENTAS DIGITALES I;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;9,32;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 157;318199;HERRAMIENTAS DIGITALES I;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;8,18;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 189;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;8,89;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 467;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;8,16;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 468;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;8,77;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 188;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;8,16;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 273;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;7,47;96;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 297;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;9,76;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 191;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;9,43;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 469;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;7,54;76;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 298;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;7,90;96;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 153;318199;HERRAMIENTAS DIGITALES I;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;8,04;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 154;318199;HERRAMIENTAS DIGITALES I;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;7,52;96;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 150;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;8,48;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 470;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;7,64;94;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 81;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;7,35;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 134;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;8,20;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 190;318199;HERRAMIENTAS DIGITALES I;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;9,03;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 85;318199;HERRAMIENTAS DIGITALES I;;MOVILIDAD;APROBADA;8,02;0;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 471;318199;HERRAMIENTAS DIGITALES I;3180011;CDDEIA-ELNO-1-11   VAN20;REPROBADA;6,33;94;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 445;318199;HERRAMIENTAS DIGITALES I;;MOVILIDAD;REPROBADA;0,00;0;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 455;318199;HERRAMIENTAS DIGITALES I;;MOVILIDAD;REPROBADA;0,00;0;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 206;318199;HERRAMIENTAS DIGITALES I;;MOVILIDAD;APROBADA;9,38;0;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 134;318460;INGLÉS I;;HOMOLOGACION;APROBADA;8,64;0;0;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 201;318460;INGLÉS I;;CONVALIDACION DE CERTIFICADOS DE IDIOMAS;APROBADA;10,00;0;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 154;318030;INTELIGENCIA ARTIFICIAL;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;7,96;88;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 190;318030;INTELIGENCIA ARTIFICIAL;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;8,49;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 256;318030;INTELIGENCIA ARTIFICIAL;3180011;CDDEIA-ELNO-1-11   VAN20;REPROBADA;3,37;90;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 81;318030;INTELIGENCIA ARTIFICIAL;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;7,46;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 150;318030;INTELIGENCIA ARTIFICIAL;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;8,76;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 444;318030;INTELIGENCIA ARTIFICIAL;3180001;CDDEIA-ELMA-1-1   VAN20;REPROBADA;3,25;69;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 191;318030;INTELIGENCIA ARTIFICIAL;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;7,71;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 153;318030;INTELIGENCIA ARTIFICIAL;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;8,13;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 273;318030;INTELIGENCIA ARTIFICIAL;3180011;CDDEIA-ELNO-1-11   VAN20;REPROBADA;5,77;94;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 447;318030;INTELIGENCIA ARTIFICIAL;3180011;CDDEIA-ELNO-1-11   VAN20;REPROBADA;0,00;0;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 188;318030;INTELIGENCIA ARTIFICIAL;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;8,46;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 189;318030;INTELIGENCIA ARTIFICIAL;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;7,76;90;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 455;318030;INTELIGENCIA ARTIFICIAL;3180011;CDDEIA-ELNO-1-11   VAN20;REPROBADA;3,01;70;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 157;318030;INTELIGENCIA ARTIFICIAL;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;8,00;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 445;318030;INTELIGENCIA ARTIFICIAL;3180001;CDDEIA-ELMA-1-1   VAN20;REPROBADA;0,00;0;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 134;318030;INTELIGENCIA ARTIFICIAL;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;7,38;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 298;318030;INTELIGENCIA ARTIFICIAL;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;7,93;84;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 257;318030;INTELIGENCIA ARTIFICIAL;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;7,21;94;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 446;318030;INTELIGENCIA ARTIFICIAL;3180011;CDDEIA-ELNO-1-11   VAN20;REPROBADA;0,00;0;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 120;318030;INTELIGENCIA ARTIFICIAL;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;7,96;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 193;318030;INTELIGENCIA ARTIFICIAL;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;8,34;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 382;318030;INTELIGENCIA ARTIFICIAL;3180001;CDDEIA-ELMA-1-1   VAN20;REPROBADA;3,89;94;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 297;318030;INTELIGENCIA ARTIFICIAL;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;9,03;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 83;318030;INTELIGENCIA ARTIFICIAL;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;7,26;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 194;318030;INTELIGENCIA ARTIFICIAL;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;8,40;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 197;318030;INTELIGENCIA ARTIFICIAL;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;7,91;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 198;318030;INTELIGENCIA ARTIFICIAL;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;8,80;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 296;318030;INTELIGENCIA ARTIFICIAL;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;7,58;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 454;318030;INTELIGENCIA ARTIFICIAL;3180001;CDDEIA-ELMA-1-1   VAN20;REPROBADA;0,00;0;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 187;318030;INTELIGENCIA ARTIFICIAL;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;7,81;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 261;318030;INTELIGENCIA ARTIFICIAL;3180001;CDDEIA-ELMA-1-1   VAN20;REPROBADA;5,54;88;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 196;318030;INTELIGENCIA ARTIFICIAL;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;8,90;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 448;318030;INTELIGENCIA ARTIFICIAL;3180001;CDDEIA-ELMA-1-1   VAN20;REPROBADA;5,83;69;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 262;318030;INTELIGENCIA ARTIFICIAL;3180011;CDDEIA-ELNO-1-11   VAN20;REPROBADA;3,36;48;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 195;318030;INTELIGENCIA ARTIFICIAL;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;8,79;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 116;318030;INTELIGENCIA ARTIFICIAL;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;7,62;94;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 264;318030;INTELIGENCIA ARTIFICIAL;3180011;CDDEIA-ELNO-1-11   VAN20;REPROBADA;6,18;84;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 192;318030;INTELIGENCIA ARTIFICIAL;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;8,54;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 158;318030;INTELIGENCIA ARTIFICIAL;3180001;CDDEIA-ELMA-1-1   VAN20;APROBADA;8,40;100;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 450;318030;INTELIGENCIA ARTIFICIAL;3180001;CDDEIA-ELMA-1-1   VAN20;REPROBADA;0,00;0;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 451;318030;INTELIGENCIA ARTIFICIAL;3180001;CDDEIA-ELMA-1-1   VAN20;REPROBADA;3,32;50;1;1
2023 - 2024 CII;CIENCIAS MATEMATICAS Y FISICAS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL;Estudiante 199;318030;INTELIGENCIA ARTIFICIAL;3180011;CDDEIA-ELNO-1-11   VAN20;APROBADA;9,00;100;1;1
